공중화장실,종합운동장(신천역측),서울특별시 송파구 올림픽로 지하23,서울특별시 송파구 잠실1동 1-236,N,9,13,1,0,0,0,14,1,0,서울교통공사,02-6110-2181,05:00~01:00,37.511568,127.090608
공중화장실,종합운동장(삼성역측),서울특별시 송파구 올림픽로 지하23,서울특별시 송파구 잠실1동 1-236,N,6,4,2,0,2,1,11,2,2,서울교통공사,02-6110-2181,05:00~01:00,37.511568,127.090608
공중화장실,삼성,서울특별시 강남구 테헤란로 지하538,서울특별시 강남구 삼성동 172-82,N,4,8,2,0,0,1,13,2,0,서울교통공사,02-6110-2191,05:00~01:00,37.508826,127.063067
공중화장실,선릉,서울특별시 강남구 테헤란로 지하340,서울특별시 강남구 삼성2동 143-42,N,7,3,2,0,2,1,12,2,2,서울교통공사,02-6110-2201,05:00~01:00,37.508826,127.063067
공중화장실,역삼,서울특별시 강남구 테헤란로 지하156,서울특별시 강남구 역삼1동 737,N,4,4,2,0,0,0,9,2,0,서울교통공사,02-6110-2211,05:00~01:00,37.498128,127.028303
공중화장실,강남,서울특별시 강남구 강남대로 지하396,서울특별시 강남구 역삼동 821-1,N,4,3,2,0,0,1,8,2,0,서울교통공사,02-6110-2221,05:00~01:00,37.498128,127.028303
공중화장실,교대(2),서울특별시 서초구 서초대로 지하 294,서울특별시 서초구 서초1동 1715-9,N,5,3,1,0,0,0,9,1,0,서울교통공사,02-6110-2231,05:00~01:00,37.494847,127.017286
공중화장실,서초,서울특별시 서초구 서초대로 지하 233,서울특별시 서초구 서초3동 1500,N,5,4,2,0,1,1,10,2,2,서울교통공사,02-6110-2241,05:00~01:00,37.492765,127.010541
공중화장실,방배,서울특별시 서초구 방배로 지하 80,서울특별시 서초구 방배동 225,N,4,4,2,0,0,1,8,2,0,서울교통공사,02-6110-2251,05:00~01:00,37.481297,126.99732
공중화장실,사당(2)(방배역측),서울특별시 동작구 남부순환로 지하 2089,서울특별시 동작구 사당1동 1112,N,3,3,1,0,0,0,6,1,0,서울교통공사,02-6110-2261,05:00~01:00,37.476484,126.981396
공중화장실,사당(2)(낙성대역측),서울특별시 동작구 남부순환로 지하 2089,서울특별시 동작구 사당1동 1112,N,7,6,2,0,2,1,15,2,2,서울교통공사,02-6110-2261,05:00~01:00,37.476484,126.981396
공중화장실,낙성대,서울특별시 관악구 남부순환로 지하 1928,서울특별시 관악구 봉천6동 1693-38,N,6,4,2,0,1,1,12,2,2,서울교통공사,02-6110-2271,05:00~01:00,37.477028,126.963396
공중화장실,서울대입구,서울특별시 관악구 남부순환로 지하 1822,서울특별시 관악구 봉천6동 979-1,N,4,5,1,1,0,1,7,1,0,서울교통공사,02-6110-2281,05:00~01:00,37.481113,126.952634
공중화장실,고양일 고등학교,,경기도 고양시 덕양구 고양동248-17,N,0,0,0,0,0,0,0,0,0,경기도 고양시 덕양구청,,09:00~18:00,,
개방화장실,북천역,경상남도 하동군 북천면 경서대로 2446-6,,N,1,2,1,1,0,0,2,1,0,철도공사,055-882-7789,연중무휴,,
개방화장실,횡천역,경상남도 하동군 횡천면 횡천리 425-2,경상남도 하동군 횡천면 횡천리 425-2,N,2,2,0,0,0,0,2,0,0,하동역장,055-882-7790,연중무휴,,
개방화장실,하동시외버스터미널,경상남도 하동군 하동읍 읍내리 102,경상남도 하동군 하동읍 읍내리 102,N,3,4,1,1,0,0,5,1,0,하동시외버스터미널,055-883-2661,연중무휴,,
개방화장실,진교시외버스터미널,경상남도 하동군 진교면 진교리 301,경상남도 하동군 진교면 진교리 301,N,3,6,0,0,0,0,6,0,0,진교시외버스터미널,055-883-8264,연중무휴,,
개방화장실,화개시외버스터미널,경상남도 하동군 화개면 탑리 662-7,경상남도 하동군 화개면 탑리 662-7,N,1,3,0,0,0,0,2,0,0,화개시외버스터미널,055-883-2793,연중무휴,,
개방화장실,화개우체국,경상남도 하동군 화개면 쌍개로 50,,N,1,1,1,1,0,0,1,1,0,화개우체국,055-883-2500,연중무휴,,
개방화장실,하동소방서,경상남도 하동군 금성면 금성로 15,,N,7,8,1,1,0,0,8,1,0,소방행정과,055-880-9235,연중무휴,,
개방화장실,진교119안전센터,경상남도 하동군 진교면 진양로 27,,N,4,4,0,0,0,0,1,0,0,진교센터,055-880-9320,연중무휴,,
